Date,Item,Peliyagoda,Kandy,Dambulla,Meegoda,Norochchole,Thambuththegama,Keppetipola,Nuwaraeliya,Bandarawela,Veyangoda
2021-01-13,Leeks,50.00--60.00,50.00--60.00,30.00--45.00,60.00--65.00,,50.00--60.00,40.00-45.00,34.00-36.00,,
2021-01-15,Leeks,50.00--60.00,50.00--60.00,50.00--60.00,60.00--70.00,,60.00--65.00,40.00-45.00,45.00-50.00,,
2021-01-18,Leeks,50.00--60.00,50.00--60.00,40.00--50.00,70.00--80.00,,65.00--70.00,50.00-60.00,55.00-60.00,,
2021-01-19,Leeks,40.00--60.00,50.00--60.00,55.00--70.00,70.00--80.00,,65.00--70.00,50.00-60.00,55.00-60.00,,
2021-01-20,Leeks,50.00--60.00,60.00--70.00,65.00--80.00,70.00--80.00,,60.00--70.00,50.00-55.00,55.00-60.00,,
2021-01-21,Leeks,50.00--60.00,50.00--60.00,65.00--80.00,70.00--80.00,,60.00--70.00,50.00-55.00,55.00-60.00,,
2021-01-22,Leeks,50.00--60.00,70.00--80.00,45.00--55.00,65.00--70.00,,60.00--70.00,45.00-55.00,50.00-55.00,,
2021-01-25,Leeks,50.00--60.00,70.00--80.00,60.00--70.00,70.00--80.00,,60.00--70.00,45.00-55.00,55.00-60.00,,
2021-01-26,Leeks,60.00--70.00,80.00--90.00,60.00--70.00,70.00--80.00,,70.00--80.00,45.00-55.00,55.00-60.00,,
2021-01-27,Leeks,90.00--100.00,90.00--100.00,80.00--90.00,80.00--90.00,,75.00--85.00,,65.00-70.00,,
2021-01-29,Leeks,140.00--150.00,110.00--120.00,110.00--130.00,,,120.00--140.00,90.00-100.00,85.00-90.00,,
2021-02-02,Leeks,50.00--70.00,100.00--110.00,80.00--100.00,100.00--120.00,,100.00--110.00,85.00-90.00,90.00-95.00,,
2021-02-03,Leeks,80.00--90.00,80.00--90.00,85.00--100.00,100.00--110.00,,90.00--110.00,85.00-90.00,90.00-100.00,,
2021-02-07,Leeks,120.00--140.00,150.00--160.00,140.00--150.00,180.00--190.00,,170.00--190.00,150.00-170.00,160.00-165.00,,
2021-02-08,Leeks,180.00--200.00,200.00--210.00,180.00--200.00,220.00--230.00,,220.00-230.00,200.00-220.00,210.00--215.00,,
2021-02-09,Leeks,180.00--200.00,150.00--160.00,160.00--170.00,210.00--220.00,,200.00--210.00,160.00-170.00,180.00-185.00,,
2021-02-11,Leeks,140.00--150.00,170.00--180.00,170.00--185.00,195.00--210.00,,190.00--210.00,150.00-160.00,170.00--175.00,,
2021-02-12,Leeks,200-220,200--210,200--230,230--240,,220--240,220-240,220-230,220--250,
2021-02-15,Leeks,80.00--90.00,90.00--100.00,90.00--110.00,115.00--130.00,,100.00--120.00,95.00-100.00,90.00-100.00,,
2021-02-16,Leeks,60.00--80.00,80.00--90.00,85.00--100.00,100.00--110.00,,100.00--120.00,80.00-90.00,80.00-85.00,,
2021-02-17,Leeks,70.00--80.00,90.00--100.00,90.00--110.00,90.00--100.00,,90.00--110.00,85.00-90.00,80.00-85.00,,
2021-02-18,Leeks,80.00--100.00,90.00--100.00,90.00--100.00,90.00--100.00,,90.00--100.00,80.00-85.00,75.00-85.00,,
2021-02-19,Leeks,80.00--90.00,90.00--100.00,80.00--95.00,90.00--100.00,,90.00--100.00,75.00-85.00,75.00-85.00,,
2021-02-22,Leeks,80.00--90.00,80.00--90.00,80.00--100.00,90.00--100.00,,85.00--100.00,80.00-90.00,75.00-85.00,,
2021-02-23,Leeks,70.00--80.00,80.00--90.00,85.00--100.00,95.00--110.00,,90.00--100.00,80.00-90.00,75.00-85.00,,
2021-02-24,Leeks,70.00--90.00,80.00--90.00,85.00--100.00,90.00--100.00,,90.00--100.00,75.00-80.00,75.00-85.00,,
2021-02-25,Leeks,70.00--80.00,110.00--120.00,70.00--90.00,90.00--100.00,,90.00--100.00,,75.00-85.00,,
2021-03-02,Leeks,50.00--70.00,90.00--100.00,90.00--120.00,90.00--110.00,,100.00--110.00,85.00-95.00,85.00-90.00,,
2021-03-03,Leeks,90.00--100.00,90.00--100.00,80.00--90.00,100.00--110.00,,100.00--110.00,85.00-90.00,90.00-100.00,,
2021-03-05,Leeks,40.00--50.00,50.00--60.00,,75.00--80.00,,70.00--80.00,45.00-50.00,,,
2021-03-08,Leeks,220.00--230.00,180.00--190.00,200.00--220.00,220.00--230.00,,200.00-220.00,200.00-210.00,210.00--215.00,,
2021-03-11,Leeks,170.00--180.00,170.00--180.00,180.00--200.00,190.00--200.00,,180.00--200.00,150.00-160.00,170.00--175.00,,
2021-03-12,Leeks,280-300,250--260,230--250,260--280,,260--280,260-270,280-290,280--300,
2021-03-15,Leeks,80.00--90.00,90.00--100.00,80.00--100.00,90.00--100.00,,80.00--90.00,75.00-85.00,75.00-85.00,,
2021-03-16,Leeks,70.00--80.00,80.00--90.00,65.00--80.00,85.00--90.00,,90.00--100.00,70.00-80.00,70.00-80.00,,
2021-03-17,Leeks,60.00--80.00,80.00--90.00,70.00--85.00,90.00--100.00,,90.00--100.00,70.00-75.00,70.00-80.00,,
2021-03-18,Leeks,60.00--70.00,80.00--90.00,80.00--95.00,85.00--95.00,,80.00--90.00,70.00-80.00,70.00-75.00,,
2021-03-19,Leeks,60.00--80.00,80.00--90.00,70.00--80.00,80.00--85.00,,80.00--90.00,65.00-75.00,60.00-65.00,,
2021-03-22,Leeks,70.00--80.00,70.00--80.00,70.00--80.00,80.00--90.00,,75.00--90.00,60.00-65.00,60.00-65.00,,
2021-03-23,Leeks,70.00--80.00,70.00--80.00,60.00--75.00,80.00--90.00,,70.00--80.00,58.00-62.00,60.00-65.00,,
2021-03-24,Leeks,70.00--90.00,70.00--80.00,60.00--70.00,75.00--80.00,,75.00--85.00,55.00-60.00,60.00-65.00,,
2021-03-25,Leeks,70.00--80.00,80.00--90.00,60.00--70.00,75.00--80.00,,75.00--85.00,55.00-60.00,60.00-65.00,,
2021-03-26,Leeks,70.00--80.00,70.00--80.00,65.00--80.00,75.00--80.00,,70.00--80.00,56.00-60.00,65.00-70.00,,
2021-03-29,Leeks,90.00--100.00,70.00--80.00,60.00--85.00,,,70.00--80.00,65.00-70.00,75.00-80.00,,
2021-03-30,Leeks,80.00--90.00,70.00--80.00,65.00--85.00,90.00--100.00,,80.00--90.00,60.00-70.00,75.00-80.00,,
2021-03-31,Leeks,80.00--90.00,80.00--90.00,70.00--85.00,90.00--100.00,,,,75.00-80.00,,
2021-04-01,Leeks,40.00--60.00,50.00--60.00,25.00--35.00,65.00--70.00,,55.00--65.00,42.00-46.00,40.00-50.00,,
2021-04-03,Leeks,70.00--90.00,90.00--100.00,80.00--90.00,100.00--110.00,,90.00--110.00,83.00-85.00,80.00-85.00,,
2021-04-05,Leeks,40.00--60.00,50.00--60.00,,75.00--80.00,,65.00--70.00,35.00-40.00,45.00-55.00,,
2021-04-08,Leeks,200.00--220.00,180.00--190.00,200.00--210.00,220.00--230.00,,210.00-230.00,200.00-210.00,200.00--205.00,,
2021-04-10,Leeks,150.00--160.00,140.00--150.00,120.00--140.00,170.00--180.00,,140.00--150.00,125.00-130.00,130.00-135.00,,
2021-04-19,Leeks,60.00--70.00,70.00-80.00,90.00--100.00,100.00-100.00,,85.00--100.00,60.00-65.00,55.00-65.00,,
2021-04-20,Leeks,60.00--70.00,50.00-60.00,65.00--75.00,80.00-90.00,,80.00--90.00,58.00-64.00,55.00-60.00,,
2021-04-21,Leeks,50.00--70.00,50.00-60.00,50.00--65.00,75.00-85.00,,80.00--100.00,55.00-60.00,55.00-60.00,,
2021-04-22,Leeks,60.00--70.00,60.00-70.00,65.00--80.00,70.00-80.00,,75.00--90.00,50.00-55.00,55.00-60.00,,
2021-04-23,Leeks,60.00--70.00,50.00--60.00,65.00--90.00,70.00--80.00,,70.00--80.00,50.00-55.00,45.00-50.00,,
2021-04-27,Leeks,50.00--60.00,50.00--60.00,,,,70.00--80.00,55.00-60.00,50.00-55.00,,
2021-04-28,Leeks,60.00--70.00,50.00--60.00,,75.00--80.00,,60.00--80.00,50.00-55.00,50.00-55.00,,
2021-04-29,Leeks,30.00--40.00,40.00--50.00,,75.00--80.00,,65.00--80.00,40.00-50.00,50.00-55.00,,
2021-04-30,Leeks,30.00--50.00,60.00--70.00,,75.00--80.00,,70.00--80.00,45.00-50.00,50.00-55.00,,
2021-05-01,Leeks,15.00--25.00,50.00--60.00,25.00--30.00,65.00--70.00,,60.00--65.00,40.00-45.00,40.00-50.00,,
2021-05-02,Leeks,80.00--100.00,110.00--120.00,85.00--100.00,,,100.00--120.00,85.00-95.00,90.00-100.00,,
2021-05-03,Leeks,70.00--90.00,80.00--90.00,80.00--85.00,100.00--110.00,,90.00--100.00,70.00-75.00,80.00-85.00,,
2021-05-04,Leeks,60.00--70.00,70.00--80.00,50.00--65.00,85.00--100.00,,85.00--95.00,65.00-70.00,80.00-85.00,,
2021-05-05,Leeks,40.00--50.00,50.00--60.00,60.00--65.00,70.00--80.00,,60.00--70.00,40.00-45.00,45.00-55.00,,
2021-05-07,Leeks,120.00--130.00,150.00--160.00,160.00--170.00,160.00--170.00,,160.00--180.00,140.00-145.00,140.00-145.00,,
2021-05-08,Leeks,200.00--220.00,210.00--220.00,170.00--180.00,210.00--220.00,,210.00-230.00,180.00-200.00,190.00--200.00,,
2021-05-10,Leeks,130.00--140.00,130.00--140.00,120.00--140.00,150.00--160.00,,135.00--145.00,110.00-120.00,130.00-135.00,,
2021-05-11,Leeks,200.00--220.00,200.00--220.00,180.00--200.00,210.00--220.00,,200.00-220.00,160.00-170.00,180.00--185.00,,
2021-05-13,Leeks,60.00--80.00,50.00--60.00,60.00--70.00,70.00--75.00,,80.00--90.00,50.00-55.00,50.00-60.00,,
2021-05-17,Leeks,80.00--90.00,60.00--70.00,80.00--100.00,,,80.00--90.00,50.00-60.00,55.00-60.00,,
2021-05-18,Leeks,80.00--85.00,60.00--70.00,100.00--130.00,100.00--110.00,,80.00--90.00,55.00-60.00,65.00-70.00,,
2021-05-19,Leeks,110.00--120.00,60.00--70.00,120.00--140.00,110.00--120.00,,90.00--100.00,80.00-90.00,75.00-80.00,,
2021-05-20,Leeks,90.00--100.00,60.00--70.00,90.00--110.00,110.00--120.00,,110.00--130.00,70.00-75.00,95.00-100.00,,
2021-05-21,Leeks,75.00--80.00,80.00--90.00,120.00--130.00,130.00--140.00,,120.00-130.00,80.00-90.00,95.00--100.00,,
2021-06-01,Leeks,30.00--40.00,40.00--50.00,35.00--45.00,60.00--70.00,,50.00--60.00,35.00-38.00,35.00-40.00,,
2021-06-04,Leeks,60.00--70.00,70.00--80.00,60.00--70.00,85.00--100.00,,75.00--85.00,65.00-70.00,70.00-80.00,,
2021-06-05,Leeks,40.00--60.00,45.00--55.00,55.00--65.00,70.00--80.00,,60.00--70.00,45.00-50.00,45.00-55.00,,
2021-06-07,Leeks,120.00--130.00,150.00--160.00,100.00--120.00,160.00--170.00,,160.00--170.00,140.00-150.00,140.00-145.00,,
2021-06-08,Leeks,160.00--180.00,200.00--210.00,170.00--200.00,210.00--220.00,,200.00-220.00,180.00-200.00,200.00--205.00,,
2021-06-09,Leeks,150.00--160.00,150.00--170.00,130.00--160.00,210.00--220.00,,190.00--200.00,160.00-170.00,170.00-175.00,,
2021-06-10,Leeks,130.00--150.00,130.00--140.00,130.00--145.00,150.00--160.00,,120.00--140.00,110.00-120.00,115.00-120.00,,
2021-06-12,Leeks,280-300,270--280,240--260,300--330,,300--320,250-280,260-270,,
2021-06-18,Leeks,180.00--200.00,160.00--170.00,100.00--120.00,190.00--200.00,,170.00--180.00,160.00-170.00,160.00-170.00,,
2021-06-21,Leeks,170.00--180.00,160.00--170.00,120.00--140.00,,,190.00--200.00,160.00-170.00,180.00-190.00,,
2021-06-22,Leeks,140.00--150.00,160.00--170.00,130.00--140.00,210.00--220.00,,180.00--200.00,190.00-200.00,195.00-200.00,,
2021-06-23,Leeks,150.00--170.00,180.00--190.00,180.00--220.00,210.00--220.00,,190.00--200.00,160.00-180.00,190.00-195.00,,
2021-06-25,Leeks,200.00--220.00,170.00--180.00,180.00--190.00,,,,180.00-190.00,190.00-200.00,,
2021-06-28,Leeks,150.00--180.00,160.00--170.00,,200.00--210.00,,190.00--210.00,170.00-180.00,180.00-190.00,,
2021-06-29,Leeks,160.00--180.00,150.00--160.00,150.00--180.00,210.00--220.00,,190.00--210.00,170.00-180.00,180.00-185.00,,
2021-06-30,Leeks,160.00--180.00,150.00--160.00,150.00--160.00,200.00--210.00,,180.00--200.00,170.00-180.00,180.00-185.00,,
2021-07-01,Leeks,50.00--60.00,35.00--45.00,40.00--50.00,60.00--60.00,,50.00--60.00,35.00-38.00,30.00-35.00,,
2021-07-04,Leeks,50.00--70.00,60.00--70.00,60.00--70.00,85.00--100.00,,80.00--90.00,55.00-65.00,70.00-75.00,,
2021-07-05,Leeks,40.00--60.00,40.00--55.00,55.00--60.00,70.00--70.00,,60.00--70.00,40.00-45.00,45.00-50.00,,
2021-07-07,Leeks,150.00--160.00,140.00--150.00,130.00--140.00,150.00--160.00,,150.00--160.00,120.00-130.00,140.00-145.00,,
2021-07-10,Leeks,130.00--150.00,130.00--140.00,120.00--140.00,140.00--150.00,,140.00--150.00,115.00-120.00,110.00-115.00,,
2021-07-12,Leeks,280-300,270--280,260--300,,,280--300,240-250,250-260,260--280,
2021-07-13,Leeks,150.00--160.00,110.00--120.00,100.00--110.00,150.00--160.00,,150.00--160.00,130.00-140.00,140.00-145.00,,
2021-07-14,Leeks,100.00--120.00,120.00--130.00,100.00--110.00,150.00--160.00,,150.00--160.00,130.00-140.00,145.00-150.00,,
2021-07-15,Leeks,120.00--140.00,130.00--150.00,110.00--140.00,150.00--160.00,,150.00--160.00,140.00-150.00,150.00-155.00,,
2021-07-16,Leeks,150.00--160.00,130.00--140.00,130.00--140.00,150.00--160.00,,160.00-170.00,140.00-150.00,150.00--155.00,,
2021-07-19,Leeks,140.00--150.00,130.00--140.00,130.00--150.00,160.00--170.00,,160.00--170.00,150.00-160.00,150.00-155.00,,
2021-07-20,Leeks,140.00--150.00,140.00--150.00,130.00--150.00,160.00--170.00,,150.00--170.00,140.00-150.00,155.00-160.00,,
2021-07-22,Leeks,150.00--160.00,160.00--170.00,160.00--180.00,160.00--170.00,,160.00--170.00,,150.00-155.00,,
2021-07-26,Leeks,190.00--200.00,170.00--180.00,150.00--160.00,200.00--210.00,,190.00--210.00,175.00-180.00,180.00-185.00,,
2021-07-27,Leeks,180.00--200.00,170.00--180.00,170.00--190.00,200.00--210.00,,200.00--220.00,180.00-190.00,185.00-190.00,,
2021-07-28,Leeks,180.00--200.00,180.00--190.00,190.00--220.00,210.00--220.00,,190.00--210.00,170.00-180.00,180.00-185.00,,
2021-07-29,Leeks,170.00--190.00,180.00--190.00,170.00--180.00,210.00--220.00,,190.00--200.00,160.00-170.00,180.00-185.00,,
2021-07-30,Leeks,190.00--200.00,150.00--160.00,160.00--180.00,200.00--210.00,,190.00--200.00,170.00-180.00,190.00-195.00,,
2021-08-01,Leeks,50.00--60.00,50.00--60.00,40.00--50.00,55.00--60.00,,50.00--60.00,30.00-35.00,30.00-35.00,,
2021-08-02,Leeks,90.00--100.00,100.00--110.00,80.00--100.00,100.00--110.00,,100.00--110.00,80.00-90.00,90.00-100.00,,
2021-08-03,Leeks,70.00--80.00,80.00--90.00,60.00--80.00,85.00--95.00,,80.00--90.00,65.00-70.00,65.00-70.00,,
2021-08-04,Leeks,50.00--60.00,70.00--80.00,65.00--80.00,85.00--95.00,,70.00--80.00,60.00-70.00,70.00-75.00,,
2021-08-06,Leeks,160.00--170.00,130.00--140.00,100.00--120.00,,,160.00--170.00,140.00-150.00,155.00-160.00,,
2021-08-07,Leeks,150.00--160.00,140.00--150.00,100.00--120.00,150.00--160.00,,150.00--160.00,115.00-120.00,140.00-145.00,,
2021-08-10,Leeks,130.00--140.00,140.00--150.00,140.00--150.00,150.00--160.00,,130.00--140.00,110.00-115.00,110.00-115.00,,
2021-08-11,Leeks,180.00--200.00,200.00--210.00,200.00--230.00,210.00--220.00,,210.00-230.00,180.00-190.00,190.00--195.00,,
2021-08-12,Leeks,280-300,270--280,270--300,280--320,,280--300,250-270,260-270,270--280,
2021-08-13,Leeks,180.00--200.00,160.00--170.00,180.00--200.00,200.00--210.00,,190.00--200.00,170.00-175.00,180.00-185.00,,
2021-08-16,Leeks,170.00--190.00,170.00--180.00,160.00--180.00,190.00--200.00,,180.00--190.00,150.00-155.00,170.00-175.00,,
2021-08-17,Leeks,170.00--190.00,150.00--160.00,140.00--160.00,190.00--200.00,,180.00-190.00,160.00-170.00,160.00--165.00,,
2021-08-18,Leeks,180.00--190.00,130.00--140.00,150.00--160.00,180.00--190.00,,,140.00-150.00,160.00--165.00,,
2021-08-19,Leeks,170.00--180.00,160.00--170.00,165.00--180.00,180.00--190.00,,,140.00-150.00,160.00--165.00,,
2021-08-20,Leeks,170.00--200.00,170.00--180.00,160.00--170.00,180.00--190.00,,,130.00-140.00,160.00-165.00,,
2021-08-24,Leeks,180.00--190.00,170.00--180.00,180.00--200.00,,,170.00--180.00,150.00-155.00,160.00-165.00,,
2021-08-25,Leeks,180.00--200.00,180.00--190.00,170.00--180.00,190.00--200.00,,180.00--190.00,160.00-165.00,160.00-165.00,,
2021-09-02,Leeks,90.00--100.00,100.00--110.00,70.00--80.00,100.00--110.00,,100.00--120.00,85.00-90.00,90.00-95.00,,
2021-09-03,Leeks,70.00--80.00,80.00--90.00,65.00--80.00,80.00--90.00,,70.00--85.00,65.00-75.00,65.00-70.00,,
2021-09-04,Leeks,50.00--60.00,50.00--60.00,60.00--75.00,80.00--90.00,,70.00--85.00,65.00-70.00,65.00-75.00,,
2021-09-06,Leeks,150.00--160.00,150.00--160.00,130.00--140.00,170.00--180.00,,150.00--160.00,140.00-150.00,145.00-150.00,,
2021-09-07,Leeks,140.00--150.00,120.00--130.00,100.00--120.00,140.00--150.00,,140.00--150.00,110.00-120.00,140.00-145.00,,
2021-09-08,Leeks,190.00--200.00,170.00--180.00,180.00--200.00,200.00--210.00,,200.00--220.00,180.00-190.00,190.00-195.00,,
2021-09-09,Leeks,140.00--150.00,160.00--170.00,170.00--180.00,,,180.00--190.00,160.00-165.00,165.00-170.00,,
2021-09-11,Leeks,180.00--200.00,180.00--200.00,180.00--200.00,210.00--220.00,,200.00--220.00,160.00-180.00,190.00--195.00,,
2021-09-12,Leeks,270-290,290--300,280--300,,,270--300,260-280,270-280,280--300,
2021-09-13,Leeks,160.00--170.00,160.00--170.00,160.00--170.00,200.00--210.00,,190.00--200.00,160.00-165.00,170.00-175.00,,
2021-09-14,Leeks,170.00--180.00,170.00--180.00,150.00--170.00,190.00--200.00,,180.00--190.00,160.00-165.00,170.00-175.00,,
2021-09-15,Leeks,160.00--180.00,160.00--170.00,150.00--160.00,190.00--200.00,,170.00--180.00,150.00-160.00,170.00-175.00,,
2021-09-16,Leeks,160.00--180.00,160.00--170.00,140.00--150.00,190.00--200.00,,170.00--180.00,150.00-155.00,170.00-175.00,,
2021-09-17,Leeks,160.00--170.00,160.00--170.00,130.00--140.00,180.00--190.00,,170.00--180.00,150.00-160.00,160.00-165.00,,
2021-09-21,Leeks,110.00--130.00,170.00--180.00,140.00--150.00,,,160.00--180.00,140.00-150.00,150.00-155.00,,
2021-09-22,Leeks,140.00--150.00,150.00--160.00,150.00--160.00,170.00--180.00,,160.00--180.00,140.00-145.00,150.00-155.00,,
2021-09-23,Leeks,140.00--150.00,160.00--170.00,140.00--150.00,160.00--170.00,,160.00--170.00,130.00-140.00,140.00-145.00,,
2021-09-24,Leeks,150.00--160.00,150.00--160.00,120.00--140.00,150.00--160.00,,160.00--180.00,120.00-130.00,140.00-145.00,,
2021-09-27,Leeks,140.00--150.00,130.00--140.00,130.00--140.00,140.00--150.00,,125.00--140.00,110.00-120.00,110.00-115.00,,
2021-09-28,Leeks,140.00--150.00,120.00--130.00,130.00--140.00,130.00--140.00,,120.00--140.00,110.00-120.00,110.00-115.00,,
2021-09-29,Leeks,140.00--150.00,140.00--150.00,150.00--160.00,140.00--150.00,,120.00--130.00,110.00-115.00,110.00-115.00,,
2021-09-30,Leeks,150.00--160.00,130.00--140.00,140.00--160.00,140.00--150.00,,120.00--140.00,105.00-110.00,110.00-115.00,,
2021-10-02,Leeks,80.00--90.00,100.00--110.00,90.00--110.00,100.00--110.00,,100.00--110.00,85.00-95.00,90.00-95.00,,
2021-10-03,Leeks,70.00--80.00,80.00--90.00,65.00--75.00,80.00--90.00,,70.00--90.00,65.00-70.00,70.00-75.00,,
2021-10-05,Leeks,50.00--60.00,40.00--50.00,60.00--65.00,65.00--70.00,,60.00--70.00,40.00-45.00,45.00-50.00,,
2021-10-09,Leeks,140.00--150.00,150.00--160.00,160.00--180.00,200.00--210.00,,180.00--200.00,160.00-165.00,170.00-175.00,,
2021-10-11,Leeks,180.00--200.00,170.00--180.00,160.00--180.00,220.00--220.00,,200.00--220.00,170.00-180.00,190.00--195.00,,
2021-10-12,Leeks,260-280,270--280,240--270,320--340,,300--320,270-280,290-300,270--290,
2021-10-13,Leeks,140.00--150.00,160.00--170.00,130.00--150.00,170.00--180.00,,160.00--170.00,150.00-160.00,150.00-155.00,,
2021-10-14,Leeks,130.00--140.00,140.00--150.00,120.00--130.00,170.00--180.00,,160.00--170.00,145.00-150.00,150.00-155.00,,
2021-10-15,Leeks,140.00--150.00,140.00--150.00,130.00--140.00,170.00--180.00,,160.00-170.00,145.00-150.00,140.00--150.00,,
2021-10-18,Leeks,160.00--170.00,160.00--170.00,150.00--160.00,170.00--180.00,,165.00-180.00,140.00-150.00,140.00--150.00,,
2021-10-21,Leeks,180.00--200.00,170.00--180.00,200.00--220.00,,,190.00--200.00,160.00-170.00,180.00-185.00,,
2021-10-22,Leeks,200.00--210.00,200.00--210.00,180.00--200.00,210.00--220.00,,200.00--210.00,170.00-180.00,190.00-195.00,,
2021-10-25,Leeks,190.00--200.00,190.00--200.00,170.00--180.00,200.00--220.00,,200.00-220.00,160.00-165.00,190.00--195.00,,
2021-10-26,Leeks,170.00--180.00,170.00--180.00,200.00--220.00,210.00--220.00,,200.00-220.00,165.00-170.00,180.00--185.00,,
2021-10-27,Leeks,180.00--190.00,180.00--190.00,180.00--200.00,200.00--220.00,,190.00--210.00,160.00-170.00,170.00--175.00,,
2021-10-28,Leeks,180.00--200.00,180.00--200.00,180.00--200.00,210.00--220.00,,190.00--200.00,160.00-170.00,170.00--175.00,,
2021-10-29,Leeks,150.00--170.00,170.00--180.00,170.00--200.00,210.00--220.00,,180.00--200.00,160.00-170.00,170.00--175.00,,
2021-11-01,Leeks,40.00--50.00,60.00--70.00,50.00--60.00,60.00--60.00,,50.00--60.00,35.00-40.00,30.00-35.00,,
2021-11-02,Leeks,80.00--100.00,100.00--110.00,80.00--110.00,110.00--120.00,,110.00--120.00,85.00-95.00,95.00-105.00,,
2021-11-05,Leeks,70.00--80.00,50.00--60.00,50.00--60.00,65.00--70.00,,60.00--70.00,40.00-45.00,45.00-50.00,,
2021-11-08,Leeks,180.00--200.00,170.00--190.00,150.00--170.00,210.00--220.00,,190.00-210.00,170.00-180.00,180.00--185.00,,
2021-11-10,Leeks,130.00--145.00,120.00--130.00,130.00--140.00,160.00--170.00,,160.00--180.00,140.00-150.00,135.00-140.00,,
2021-11-11,Leeks,240.00--250.00,220.00--240.00,210.00--230.00,220.00--230.00,,220.00-230.00,180.00-190.00,190.00--195.00,,
2021-11-15,Leeks,200.00--220.00,190.00--200.00,220.00--230.00,230.00--250.00,,230.00-250.00,200.00-220.00,200.00--205.00,,
2021-11-16,Leeks,200.00--220.00,230.00--240.00,220.00--240.00,250.00--270.00,,230.00--250.00,200.00-220.00,220.00--230.00,,
2021-11-17,Leeks,220.00--230.00,250.00--270.00,200.00--230.00,260.00--270.00,,240.00--260.00,,220.00--230.00,,
2021-11-19,Leeks,270.00--280.00,270.00--280.00,240.00--260.00,,,280.00-290.00,280.00-300.00,280.00--290.00,,
2021-11-22,Leeks,350.00--380.00,320.00--350.00,350.00--380.00,350.00--380.00,,390.00-400.00,300.00-320.00,310.00--315.00,,
2021-11-23,Leeks,300.00--330.00,300.00--320.00,260.00--280.00,350.00--360.00,,300.00--330.00,280.00-300.00,300.00--310.00,,
2021-11-24,Leeks,220.00--250.00,250.00--270.00,220.00--240.00,330.00--350.00,,280.00--300.00,270.00-280.00,280.00--290.00,,
2021-11-25,Leeks,290.00--300.00,290.00--300.00,250.00--270.00,320.00--330.00,,300.00-320.00,250.00-260.00,270.00--280.00,,
2021-11-26,Leeks,280.00--300.00,280.00--300.00,240.00--270.00,320.00--340.00,,290.00-310.00,260.00-280.00,260.00--280.00,,
2021-11-29,Leeks,200.00--220.00,250.00--270.00,220.00--250.00,260.00--270.00,,240.00-260.00,200.00-210.00,200.00--210.00,,
2021-11-30,Leeks,200.00--220.00,260.00--280.00,210.00--240.00,250.00--270.00,,240.00--260.00,190.00-200.00,190.00--200.00,,
2021-12-01,Leeks,50.00--60.00,60.00--70.00,45.00--60.00,50.00--60.00,,50.00--60.00,40.00-45.00,32.00-35.00,,
2021-12-02,Leeks,80.00--100.00,100.00--110.00,90.00--110.00,110.00--120.00,,120.00--130.00,90.00-100.00,95.00-105.00,,
2021-12-03,Leeks,70.00--90.00,80.00--90.00,50.00--60.00,80.00--90.00,,75.00--85.00,65.00-75.00,70.00-75.00,,
